type,note(s),duration_type,duration_quarterLength,offset
rest,,eighth,0.5,0.0
note,G4,eighth,0.5,0.5
note,G4,eighth,0.5,1.0
note,G4,eighth,0.5,1.5
note,E4,half,2.0,2.0
note,F4,eighth,0.5,4.5
note,F4,eighth,0.5,5.0
note,F4,eighth,0.5,5.5
note,D4,whole,4.0,6.0
note,G4,eighth,0.5,10.5
note,G4,eighth,0.5,11.0
note,G4,eighth,0.5,11.5
note,G#4,eighth,0.5,12.5
note,G#4,eighth,0.5,13.0
note,G#4,eighth,0.5,13.5
note,G4,complex,4.5,14.0
note,G4,eighth,0.5,18.5
note,G4,eighth,0.5,19.0
note,G4,eighth,0.5,19.5
note,G#4,eighth,0.5,20.5
note,G#4,eighth,0.5,21.0
note,G#4,eighth,0.5,21.5
note,G4,whole,6.0,22.0
note,E5,half,2.0,28.0
note,D5,eighth,0.5,30.0
note,G5,eighth,0.5,30.5
note,G5,eighth,0.5,31.0
note,F5,eighth,0.5,31.5
note,E5,half,2.0,32.0
note,D5,eighth,0.5,34.0
chord,"G4,D5,G5",eighth,0.5,34.5
chord,"G4,D5,G5",eighth,0.5,35.0
chord,"G4,D5,F5",eighth,0.5,35.5
chord,"G4,C5,E5",quarter,1.0,36.0
chord,"C4,F#4,C5",quarter,1.0,38.0
note,G5,half,2.0,40.0
chord,"G#4,G#5",eighth,0.5,42.5
chord,"G#4,G#5",eighth,0.5,43.0
chord,"G#4,G#5",eighth,0.5,43.5
chord,"F4,F5",whole,4.0,44.0
note,G#4,eighth,0.5,48.5
note,G#4,eighth,0.5,49.0
note,G#4,eighth,0.5,49.5
note,F4,whole,6.0,50.0
note,E4,eighth,0.5,56.0
note,G#4,eighth,0.5,56.5
note,G#4,eighth,0.5,57.0
note,G#4,eighth,0.5,57.5
note,F4,complex,4.5,58.0
chord,"G4,D5,F5",eighth,0.5,62.5
chord,"G4,D5,F5",eighth,0.5,63.0
chord,"G4,D5,F5",eighth,0.5,63.5
chord,"G4,C5,E5",eighth,0.5,64.0
note,G4,eighth,0.5,64.5
chord,"E4,C5",eighth,0.5,65.0
chord,"E4,C5",eighth,0.5,65.5
chord,"G#4,D4,F4",complex,2.5,66.0
chord,"F4,G#4,B4",eighth,0.5,68.5
chord,"F4,G#4,B4",eighth,0.5,69.0
note,D5,eighth,0.5,69.5
chord,"E4,G4",complex,2.5,70.0
chord,"E4,G4,C5",eighth,0.5,72.5
chord,"E4,G4,C5",eighth,0.5,73.0
note,E5,eighth,0.5,73.5
chord,"F4,G#4,E5",eighth,0.5,74.0
note,D5,eighth,0.5,74.5
note,D5,eighth,0.5,75.0
note,F5,eighth,0.5,75.5
chord,"G4,C5,F5",eighth,0.5,76.0
note,E5,eighth,0.5,76.5
note,E5,eighth,0.5,77.0
note,G5,eighth,0.5,77.5
chord,"G#4,C5,G5",eighth,0.5,78.0
note,F5,eighth,0.5,78.5
note,F5,eighth,0.5,79.0
note,G#5,eighth,0.5,79.5
chord,"B4,E5,G#5",eighth,0.5,80.0
note,G5,eighth,0.5,80.5
note,G5,eighth,0.5,81.0
note,B5,eighth,0.5,81.5
chord,"C5,F5,B5",eighth,0.5,82.0
note,G#5,eighth,0.5,82.5
note,G#5,eighth,0.5,83.0
note,C6,eighth,0.5,83.5
chord,"D5,G#5,C6",eighth,0.5,84.0
note,B5,eighth,0.5,84.5
note,B5,eighth,0.5,85.0
note,D6,eighth,0.5,85.5
chord,"E5,G5,C6",eighth,0.5,86.0
chord,"E5,E6",eighth,0.5,86.5
chord,"E5,E6",eighth,0.5,87.0
chord,"E5,E6",eighth,0.5,87.5
chord,"C5,C6",eighth,0.5,88.0
note,G5,eighth,0.5,88.5
note,G5,eighth,0.5,89.0
note,G5,eighth,0.5,89.5
note,E5,eighth,0.5,90.0
note,C5,eighth,0.5,90.5
note,G4,eighth,0.5,91.0
note,G4,eighth,0.5,91.5
note,E4,eighth,0.5,92.0
note,C4,eighth,0.5,92.5
note,C4,eighth,0.5,93.0
note,C4,eighth,0.5,93.5
note,B3,eighth,0.5,94.0
chord,"F5,F6",eighth,0.5,94.5
chord,"D5,D6",eighth,0.5,95.0
chord,"D5,D6",eighth,0.5,95.5
note,B5,eighth,0.5,96.0
note,G5,eighth,0.5,96.5
note,F5,eighth,0.5,97.0
note,F5,eighth,0.5,97.5
note,D5,eighth,0.5,98.0
note,B4,eighth,0.5,98.5
note,G4,eighth,0.5,99.0
note,F4,eighth,0.5,99.5
note,D4,eighth,0.5,100.0
note,B3,eighth,0.5,100.5
note,C4,eighth,0.5,101.0
note,C4,eighth,0.5,101.5
note,C4,eighth,0.5,102.0
chord,"E5,E6",eighth,0.5,102.5
chord,"E5,E6",eighth,0.5,103.0
chord,"E5,E6",eighth,0.5,103.5
chord,"C5,C6",eighth,0.5,104.0
chord,"A4,A5",eighth,0.5,104.5
chord,"A4,A5",eighth,0.5,105.0
chord,"A4,A5",eighth,0.5,105.5
note,F#5,eighth,0.5,106.0
note,E5,eighth,0.5,106.5
note,E5,eighth,0.5,107.0
note,E5,eighth,0.5,107.5
note,C5,eighth,0.5,108.0
note,A4,eighth,0.5,108.5
note,A4,eighth,0.5,109.0
note,A4,eighth,0.5,109.5
chord,"A4,E5,F#5,A5",quarter,1.0,110.0
chord,"B4,F5,B5",quarter,1.0,114.0
note,B4,eighth,0.5,116.5
note,B4,eighth,0.5,117.0
note,B4,eighth,0.5,117.5
note,F4,half,2.0,120.0
note,B4,quarter,1.0,124.0
note,E5,quarter,1.0,125.0
note,D5,quarter,1.0,126.0
note,E5,quarter,1.0,127.0
note,F5,quarter,1.0,128.0
note,C5,quarter,1.0,129.0
note,C5,quarter,1.0,130.0
note,B4,quarter,1.0,131.0
note,B4,quarter,1.0,132.0
note,E5,quarter,1.0,133.0
note,D5,quarter,1.0,134.0
note,E5,quarter,1.0,135.0
note,F5,quarter,1.0,136.0
note,C5,quarter,1.0,137.0
note,C5,quarter,1.0,138.0
note,B4,quarter,1.0,139.0
chord,"B4,B5",quarter,1.0,140.0
chord,"E5,E6",quarter,1.0,141.0
chord,"D5,D6",quarter,1.0,142.0
chord,"E5,E6",quarter,1.0,143.0
chord,"F5,F6",quarter,1.0,144.0
chord,"C5,C6",quarter,1.0,145.0
chord,"C5,C6",quarter,1.0,146.0
chord,"B4,B5",quarter,1.0,147.0
note,B4,quarter,1.0,148.0
note,C5,quarter,1.0,149.0
note,C#5,quarter,1.0,150.0
note,C5,quarter,1.0,151.0
note,B4,quarter,1.0,152.0
note,C5,quarter,1.0,153.0
note,B4,quarter,1.0,154.0
note,G#4,quarter,1.0,155.0
note,C#5,quarter,1.0,156.0
note,E5,quarter,1.0,157.0
note,F5,quarter,1.0,158.0
note,E5,quarter,1.0,159.0
note,C#5,quarter,1.0,160.0
note,E5,quarter,1.0,161.0
note,C#5,quarter,1.0,162.0
note,C5,quarter,1.0,163.0
chord,"E4,E5",quarter,1.0,164.0
chord,"F4,F5",quarter,1.0,165.0
chord,"F#4,F#5",quarter,1.0,166.0
chord,"F4,F5",quarter,1.0,167.0
chord,"E4,E5",quarter,1.0,168.0
chord,"F4,F5",quarter,1.0,169.0
chord,"F#4,F#5",quarter,1.0,170.0
chord,"F4,F5",quarter,1.0,171.0
chord,"E4,E5",quarter,1.0,172.0
chord,"F4,F5",quarter,1.0,173.0
chord,"F#4,A4,F#5",quarter,1.0,174.0
chord,"F4,F5",quarter,1.0,175.0
chord,"E4,E5",quarter,1.0,176.0
chord,"F4,F5",quarter,1.0,177.0
chord,"F#4,A4,F#5",quarter,1.0,178.0
chord,"F4,F5",quarter,1.0,179.0
chord,"E4,E5",quarter,1.0,180.0
chord,"F4,F5",quarter,1.0,181.0
chord,"F#4,A4,F#5",quarter,1.0,182.0
chord,"F4,F5",quarter,1.0,183.0
chord,"F#4,F#5",quarter,1.0,184.0
chord,"A4,E5,F#5,A5",quarter,1.0,185.0
chord,"B4,F5,G#5,B5",complex,2.5,186.0
note,C6,16th,0.25,188.5
chord,"B4,F5,B5",16th,0.25,189.0
note,G#5,16th,0.25,189.5
chord,"B4,E5,G#5",eighth,0.5,190.0
note,G5,eighth,0.5,190.5
note,F5,16th,0.25,191.0
note,E5,16th,0.25,191.5
chord,"G#4,E5",eighth,0.5,192.0
note,D5,eighth,0.5,192.5
note,C5,16th,0.25,193.0
note,D5,16th,0.25,193.5
chord,"B4,F5",eighth,0.5,194.0
note,E5,eighth,0.5,194.5
note,B4,16th,0.25,195.0
note,G4,16th,0.25,195.5
chord,"F4,D5",eighth,0.5,196.0
note,C5,eighth,0.5,196.5
note,G#4,16th,0.25,197.0
note,F4,16th,0.25,197.5
chord,"E4,C5",eighth,0.5,198.0
note,B4,eighth,0.5,198.5
note,G4,16th,0.25,199.0
note,E4,16th,0.25,199.5
note,A5,eighth,0.5,200.5
note,B5,eighth,0.5,201.0
note,A5,eighth,0.5,201.5
chord,"G#5,B5",eighth,0.5,202.0
note,A5,eighth,0.5,202.5
note,B5,eighth,0.5,203.0
note,A5,eighth,0.5,203.5
chord,"G#5,B5",16th,0.25,204.0
note,C6,16th,0.25,204.5
note,B5,16th,0.25,205.0
note,G#5,16th,0.25,205.5
chord,"B4,E5,G#5",eighth,0.5,206.0
note,G5,eighth,0.5,206.5
note,F5,16th,0.25,207.0
note,E5,16th,0.25,207.5
chord,"G#4,E5",eighth,0.5,208.0
note,D5,eighth,0.5,208.5
note,C5,16th,0.25,209.0
note,D5,16th,0.25,209.5
chord,"B4,F5",eighth,0.5,210.0
note,E5,eighth,0.5,210.5
note,B4,16th,0.25,211.0
note,G4,16th,0.25,211.5
chord,"F4,D5",eighth,0.5,212.0
note,C5,eighth,0.5,212.5
note,G#4,16th,0.25,213.0
note,F4,16th,0.25,213.5
chord,"E4,C5",eighth,0.5,214.0
note,B4,eighth,0.5,214.5
note,G4,16th,0.25,215.0
note,E4,16th,0.25,215.5
note,B4,eighth,0.5,216.5
chord,"D5,B5",eighth,0.5,217.0
chord,"D5,B5",eighth,0.5,217.5
note,E5,eighth,0.5,218.0
chord,"G5,G6",eighth,0.5,218.5
chord,"G5,G6",eighth,0.5,219.0
chord,"G5,G6",eighth,0.5,219.5
chord,"E5,E6",eighth,0.5,220.0
chord,"B4,B5",eighth,0.5,220.5
chord,"B4,B5",eighth,0.5,221.0
chord,"B4,B5",eighth,0.5,221.5
chord,"G4,G5",eighth,0.5,222.0
chord,"E4,E5",eighth,0.5,222.5
chord,"E4,E5",eighth,0.5,223.0
chord,"E4,E5",eighth,0.5,223.5
note,B4,eighth,0.5,224.0
chord,"F4,D5,F5",eighth,0.5,224.5
chord,"F4,D5,F5",eighth,0.5,225.0
chord,"F4,D5,F5",eighth,0.5,225.5
chord,"G4,E5,G5",eighth,0.5,226.0
chord,"G5,G6",eighth,0.5,226.5
chord,"G5,G6",eighth,0.5,227.0
chord,"G5,G6",eighth,0.5,227.5
chord,"E5,E6",eighth,0.5,228.0
chord,"B4,B5",eighth,0.5,228.5
chord,"B4,B5",eighth,0.5,229.0
chord,"B4,B5",eighth,0.5,229.5
chord,"G4,G5",eighth,0.5,230.0
chord,"E4,E5",eighth,0.5,230.5
chord,"E4,E5",eighth,0.5,231.0
chord,"E4,E5",eighth,0.5,231.5
note,B4,eighth,0.5,232.0
chord,"B4,D5,F5,B5",eighth,0.5,232.5
chord,"B4,D5,F5,B5",eighth,0.5,233.0
chord,"B4,D5,F5,B5",eighth,0.5,233.5
chord,"B4,E5,G5,B5",quarter,1.0,234.0
chord,"B4,D5,F5,B5",eighth,0.5,236.5
chord,"B4,D5,F5,B5",eighth,0.5,237.0
chord,"B4,D5,F5,B5",eighth,0.5,237.5
chord,"B4,E5,G5,B5",quarter,1.0,238.0
chord,"D5,F5,B5,D6",eighth,0.5,240.5
chord,"D5,F5,B5,D6",eighth,0.5,241.0
chord,"D5,F5,B5,D6",eighth,0.5,241.5
chord,"E5,G5,B5,E6",quarter,1.0,242.0
note,B4,eighth,0.5,248.5
note,B4,eighth,0.5,249.0
note,B4,eighth,0.5,249.5
note,G4,whole,6.0,250.0
note,C5,eighth,0.5,256.5
note,C5,eighth,0.5,257.0
note,C5,eighth,0.5,257.5
note,G#4,complex,6.5,258.0
note,C5,eighth,0.5,264.5
note,C5,eighth,0.5,265.0
note,C5,eighth,0.5,265.5
note,G4,quarter,1.5,266.0
note,C#5,eighth,0.5,267.5
note,C5,complex,6.5,268.0
note,G#4,eighth,0.5,274.5
note,G#4,eighth,0.5,275.0
note,B4,eighth,0.5,275.5
note,G5,eighth,0.5,276.0
note,C6,eighth,0.5,276.5
note,C6,eighth,0.5,277.0
note,B5,eighth,0.5,277.5
note,G#5,half,2.0,278.0
note,G5,eighth,0.5,280.0
note,C6,eighth,0.5,280.5
note,C6,eighth,0.5,281.0
note,B5,eighth,0.5,281.5
note,G#5,eighth,0.5,282.0
note,G#5,eighth,0.5,282.5
note,G#5,eighth,0.5,283.0
note,G5,eighth,0.5,283.5
note,F5,eighth,0.5,284.0
note,F5,eighth,0.5,284.5
note,F5,eighth,0.5,285.0
note,E5,eighth,0.5,285.5
note,D5,eighth,0.5,286.0
note,D5,eighth,0.5,286.5
note,D5,eighth,0.5,287.0
